asset_id,owner,technology,capacity_mw,commission_year,retirement_year,decision_year,design,seed
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,112
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,112
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,112
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,112
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,112
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,112
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,112
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,112
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,112
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,112
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,112
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,112
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,112
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,112
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,112
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,112
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,112
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,112
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,112
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,112
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,112
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,112
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,112
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,112
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,112
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,112
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,112
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,112
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,112
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,112
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,112
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,112
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,112
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,112
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,112
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,112
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,112
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,112
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,112
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,112
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,112
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,112
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,112
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,112
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,112
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,112
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,113
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,113
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,113
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,113
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,113
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,113
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,113
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,113
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,113
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,113
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,113
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,113
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,113
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,113
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,113
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,113
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,113
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,113
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,113
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,113
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,113
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,113
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,113
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,113
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,113
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,113
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,113
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,113
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,113
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,113
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,113
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,113
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,113
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,113
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,113
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,113
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,113
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,113
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,113
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,113
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,113
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,113
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,113
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,113
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,113
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,113
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,113
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,113
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,113
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,113
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,113
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,113
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,113
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,113
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,114
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,114
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,114
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,114
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,114
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,114
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,114
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,114
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,114
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,114
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,114
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,114
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,114
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,114
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,114
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,114
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,114
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,114
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,114
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,114
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,114
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,114
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,114
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,114
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,114
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,114
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,114
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,114
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,114
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,114
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,114
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,114
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,114
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,114
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,114
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,114
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,114
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,114
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,114
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,114
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,114
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,114
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,114
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,114
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,114
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,114
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,114
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,114
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,114
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,114
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,114
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,114
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,114
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,114
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,115
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,115
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,115
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,115
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,115
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,115
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,115
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,115
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,115
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,115
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,115
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,115
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,115
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,115
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,115
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,115
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,115
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,115
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,115
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,115
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,115
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,115
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,115
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,115
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,115
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,115
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,115
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,115
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,115
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,115
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,115
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,115
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,115
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,115
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,115
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,115
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,115
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,115
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,115
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,115
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,115
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,115
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,115
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,115
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,115
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,115
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,115
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,115
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,115
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,115
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,115
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,115
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,115
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,115
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,116
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,116
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,116
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,116
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,116
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,116
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,116
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,116
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,116
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,116
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,116
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,116
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,116
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,116
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,116
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,116
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,116
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,116
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,116
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,116
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,116
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,116
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,116
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,116
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,116
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,116
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,116
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,116
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,116
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,116
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,116
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,116
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,116
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,116
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,116
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,116
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,116
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,116
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,116
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,116
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,116
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,116
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,116
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,116
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,116
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,116
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,116
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,116
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,116
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,116
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,116
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,116
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,116
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,116
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,117
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,117
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,117
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,117
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,117
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,117
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,117
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,117
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,117
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,117
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,117
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,117
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,117
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,117
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,117
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,117
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,117
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,117
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,117
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,117
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,117
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,117
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,117
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,117
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,117
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,117
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,117
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,117
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,117
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,117
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,117
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,117
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,117
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,117
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,117
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,117
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,117
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,117
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,117
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,117
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,117
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,117
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,117
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,117
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,117
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,117
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,117
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,117
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,117
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,117
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,117
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,117
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,117
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,117
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,118
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,118
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,118
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,118
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,118
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,118
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,118
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,118
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,118
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,118
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,118
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,118
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,118
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,118
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,118
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,118
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,118
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,118
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,118
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,118
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,118
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,118
