year,investor,technology,requested_mw,accepted_mw,score_gbp_per_mw,expected_energy_margin_gbp_per_mw,commission_year,design,seed
2027,wind-a,wind,1250.0,1250.0,29875063.174756277,2743060.7159221782,2029,energy_only,103
2027,wind-b,wind,500.0,500.0,21381357.47689416,3500945.073264079,2029,energy_only,103
2028,gas-a,gas,1250.0,1250.0,48643066.666482136,5297227.433054746,2030,energy_only,103
2028,peaker-a,peaker,1600.0,1600.0,30082139.5547631,4092379.154097135,2029,energy_only,103
2028,solar-a,solar,2000.0,2000.0,2639263.9146684967,310304.86199562706,2029,energy_only,103
2028,wind-a,wind,1250.0,1250.0,21965486.54245473,2059868.3870294215,2030,energy_only,103
2028,wind-b,wind,500.0,500.0,8484364.500186102,1547294.3999873511,2030,energy_only,103
2029,gas-a,gas,1250.0,1250.0,35282983.64452276,3874405.5732942293,2031,energy_only,103
2029,peaker-a,peaker,1600.0,1600.0,17055269.473847788,2353593.618114162,2030,energy_only,103
2029,solar-a,solar,2000.0,2000.0,2017365.062967698,252798.97608680854,2030,energy_only,103
2029,wind-a,wind,1250.0,1250.0,16577442.03434017,1594474.2393017581,2031,energy_only,103
2029,wind-b,wind,500.0,500.0,5623497.790811494,1113927.166011288,2031,energy_only,103
2030,gas-a,gas,0.0,0.0,21719653.121855937,2429938.2651878516,2032,energy_only,103
2030,peaker-a,peaker,1600.0,1600.0,6475485.7160612885,941437.4472456648,2031,energy_only,103
2030,solar-a,solar,2000.0,2000.0,1567245.3150455845,211177.19981479106,2031,energy_only,103
2030,wind-a,wind,0.0,0.0,12903902.180899184,1277171.0049537502,2032,energy_only,103
2030,wind-b,wind,0.0,0.0,1990234.0470613926,563556.3802018737,2032,energy_only,103
2031,gas-a,gas,0.0,0.0,13463696.54277799,1550695.5632796274,2033,energy_only,103
2031,peaker-a,peaker,0.0,0.0,2243572.2129466888,376574.9788982659,2032,energy_only,103
2031,solar-a,solar,0.0,0.0,1869206.9832532015,239099.06073042753,2032,energy_only,103
2031,wind-a,wind,0.0,0.0,10163666.603499165,1040482.2398189269,2033,energy_only,103
2031,wind-b,wind,0.0,0.0,1108800.1412071828,430035.80321691546,2033,energy_only,103
2026,gas-a,gas,1250.0,1250.0,43010822.78386352,4626352.202879632,2028,stylised_capacity_payment,103
2026,peaker-a,peaker,1600.0,1600.0,71000274.41724214,9477298.207891699,2027,stylised_capacity_payment,103
2026,solar-a,solar,2000.0,2000.0,3464373.8742661397,380135.80207859725,2027,stylised_capacity_payment,103
2026,wind-a,wind,1250.0,1250.0,16270636.708620891,1556255.0766072469,2028,stylised_capacity_payment,103
2026,wind-b,wind,500.0,500.0,26380520.635835383,4244161.303966983,2028,stylised_capacity_payment,103
2027,gas-a,gas,1250.0,1250.0,77274736.22558971,8275389.7848841455,2029,stylised_capacity_payment,103
2027,peaker-a,peaker,1600.0,1600.0,69058398.02013238,9218102.67043809,2028,stylised_capacity_payment,103
2027,solar-a,solar,2000.0,2000.0,4097995.6773670334,438725.6885509878,2028,stylised_capacity_payment,103
2027,wind-a,wind,1250.0,1250.0,30010735.586813368,2743060.7159221782,2029,stylised_capacity_payment,103
2027,wind-b,wind,500.0,500.0,21474190.840716958,3500945.073264079,2029,stylised_capacity_payment,103
2028,gas-a,gas,1250.0,1250.0,49310240.178268924,5297227.433054746,2030,stylised_capacity_payment,103
2028,peaker-a,peaker,1600.0,1600.0,30656805.105846804,4092379.154097135,2029,stylised_capacity_payment,103
2028,solar-a,solar,2000.0,2000.0,2709185.4137380193,310304.86199562706,2029,stylised_capacity_payment,103
2028,wind-a,wind,1250.0,1250.0,22101158.954511825,2059868.3870294215,2030,stylised_capacity_payment,103
2028,wind-b,wind,500.0,500.0,8577197.864008904,1547294.3999873511,2030,stylised_capacity_payment,103
2029,gas-a,gas,1250.0,1250.0,35950157.156309545,3874405.5732942293,2031,stylised_capacity_payment,103
2029,peaker-a,peaker,1600.0,1600.0,17629935.02493149,2353593.618114162,2030,stylised_capacity_payment,103
2029,solar-a,solar,2000.0,2000.0,2087286.5620372202,252798.97608680854,2030,stylised_capacity_payment,103
2029,wind-a,wind,1250.0,1250.0,16713114.446397264,1594474.2393017581,2031,stylised_capacity_payment,103
2029,wind-b,wind,500.0,500.0,5716331.154634294,1113927.166011288,2031,stylised_capacity_payment,103
2030,gas-a,gas,0.0,0.0,22386826.633642726,2429938.2651878516,2032,stylised_capacity_payment,103
2030,peaker-a,peaker,1600.0,1600.0,7050151.267144991,941437.4472456648,2031,stylised_capacity_payment,103
2030,solar-a,solar,2000.0,2000.0,1637166.8141151066,211177.19981479106,2031,stylised_capacity_payment,103
2030,wind-a,wind,0.0,0.0,13039574.592956278,1277171.0049537502,2032,stylised_capacity_payment,103
2030,wind-b,wind,0.0,0.0,2083067.4108841931,563556.3802018737,2032,stylised_capacity_payment,103
2031,gas-a,gas,0.0,0.0,14130870.054564776,1550695.5632796274,2033,stylised_capacity_payment,103
2031,peaker-a,peaker,0.0,0.0,2818237.7640303914,376574.9788982659,2032,stylised_capacity_payment,103
2031,solar-a,solar,0.0,0.0,1939128.4823227236,239099.06073042753,2032,stylised_capacity_payment,103
2031,wind-a,wind,0.0,0.0,10299339.015556257,1040482.2398189269,2033,stylised_capacity_payment,103
2031,wind-b,wind,0.0,0.0,1201633.505029983,430035.80321691546,2033,stylised_capacity_payment,103
2026,gas-a,gas,1250.0,1250.0,66657136.44756447,7215689.483451217,2028,energy_only,104
2026,peaker-a,peaker,1600.0,1600.0,44045322.133554645,5956140.729478277,2027,energy_only,104
2026,solar-a,solar,2000.0,2000.0,3812185.9415666927,418762.8854736936,2027,energy_only,104
2026,wind-a,wind,1250.0,1250.0,23158806.908069525,2162941.833005037,2028,energy_only,104
2026,wind-b,wind,500.0,500.0,40330148.56485118,6371328.776940132,2028,energy_only,104
2027,gas-a,gas,1250.0,1250.0,99675955.0098138,10732126.975390144,2029,energy_only,104
2027,peaker-a,peaker,1600.0,1600.0,51042072.08933037,6890044.848151848,2028,energy_only,104
2027,solar-a,solar,2000.0,2000.0,4164419.0234108577,451333.25501601776,2028,energy_only,104
2027,wind-a,wind,1250.0,1250.0,30766277.845441498,2820039.681385676,2029,energy_only,104
2027,wind-b,wind,500.0,500.0,30850240.594145082,4935301.896641813,2029,energy_only,104
2028,gas-a,gas,1250.0,1250.0,62730082.30978638,6797466.148872404,2030,energy_only,104
2028,peaker-a,peaker,1600.0,1600.0,21586782.312056746,2958445.660873251,2029,energy_only,104
2028,solar-a,solar,2000.0,2000.0,2598686.693682953,306552.7582023654,2029,energy_only,104
2028,wind-a,wind,1250.0,1250.0,22962206.631130908,2145960.418283783,2030,energy_only,104
2028,wind-b,wind,500.0,500.0,12130493.848994585,2099614.0817936705,2030,energy_only,104
2029,gas-a,gas,1250.0,1250.0,44214901.793793015,4825636.817253191,2031,energy_only,104
2029,peaker-a,peaker,1600.0,1600.0,12408272.715375962,1733327.1458762782,2030,energy_only,104
2029,solar-a,solar,2000.0,2000.0,2519190.5431861333,299201.8898929,2030,energy_only,104
2029,wind-a,wind,1250.0,1250.0,17750871.014079913,1695829.5601649147,2031,energy_only,104
2029,wind-b,wind,500.0,500.0,4720340.686574581,977115.9350558473,2031,energy_only,104
2030,gas-a,gas,0.0,0.0,27012013.550540563,2993563.9623700585,2032,energy_only,104
2030,peaker-a,peaker,1600.0,1600.0,4616687.0126725575,693330.8583505113,2031,energy_only,104
2030,solar-a,solar,2000.0,2000.0,1914492.0465294472,243286.49036631678,2031,energy_only,104
2030,wind-a,wind,0.0,0.0,12955845.75425076,1281657.6484871283,2032,energy_only,104
2030,wind-b,wind,0.0,0.0,2095734.7861204608,579537.7481274187,2032,energy_only,104
2031,gas-a,gas,0.0,0.0,16440215.99845367,1867688.8739182556,2033,energy_only,104
2031,peaker-a,peaker,0.0,0.0,1500052.731591196,277332.3433402045,2032,energy_only,104
2031,solar-a,solar,0.0,0.0,1452766.316732212,200591.52949563783,2032,energy_only,104
2031,wind-a,wind,0.0,0.0,9988950.423969021,1025391.0713357776,2033,energy_only,104
2031,wind-b,wind,0.0,0.0,1195441.7966554724,443160.3764260393,2033,energy_only,104
2026,gas-a,gas,1250.0,1250.0,67324309.95935126,7215689.483451217,2028,stylised_capacity_payment,104
2026,peaker-a,peaker,1600.0,1600.0,44619987.68463835,5956140.729478277,2027,stylised_capacity_payment,104
2026,solar-a,solar,2000.0,2000.0,3882107.440636215,418762.8854736936,2027,stylised_capacity_payment,104
2026,wind-a,wind,1250.0,1250.0,23294479.32012662,2162941.833005037,2028,stylised_capacity_payment,104
2026,wind-b,wind,500.0,500.0,40422981.92867398,6371328.776940132,2028,stylised_capacity_payment,104
2027,gas-a,gas,1250.0,1250.0,100343128.52160059,10732126.975390144,2029,stylised_capacity_payment,104
2027,peaker-a,peaker,1600.0,1600.0,51616737.64041407,6890044.848151848,2028,stylised_capacity_payment,104
2027,solar-a,solar,2000.0,2000.0,4234340.52248038,451333.25501601776,2028,stylised_capacity_payment,104
2027,wind-a,wind,1250.0,1250.0,30901950.257498592,2820039.681385676,2029,stylised_capacity_payment,104
2027,wind-b,wind,500.0,500.0,30943073.95796788,4935301.896641813,2029,stylised_capacity_payment,104
2028,gas-a,gas,1250.0,1250.0,63397255.82157317,6797466.148872404,2030,stylised_capacity_payment,104
2028,peaker-a,peaker,1600.0,1600.0,22161447.86314045,2958445.660873251,2029,stylised_capacity_payment,104
2028,solar-a,solar,2000.0,2000.0,2668608.192752475,306552.7582023654,2029,stylised_capacity_payment,104
2028,wind-a,wind,1250.0,1250.0,23097879.043188002,2145960.418283783,2030,stylised_capacity_payment,104
2028,wind-b,wind,500.0,500.0,12223327.212817384,2099614.0817936705,2030,stylised_capacity_payment,104
2029,gas-a,gas,1250.0,1250.0,44882075.305579804,4825636.817253191,2031,stylised_capacity_payment,104
2029,peaker-a,peaker,1600.0,1600.0,12982938.266459664,1733327.1458762782,2030,stylised_capacity_payment,104
2029,solar-a,solar,2000.0,2000.0,2589112.042255656,299201.8898929,2030,stylised_capacity_payment,104
2029,wind-a,wind,1250.0,1250.0,17886543.426137008,1695829.5601649147,2031,stylised_capacity_payment,104
2029,wind-b,wind,500.0,500.0,4813174.050397381,977115.9350558473,2031,stylised_capacity_payment,104
2030,gas-a,gas,0.0,0.0,27679187.062327348,2993563.9623700585,2032,stylised_capacity_payment,104
2030,peaker-a,peaker,1600.0,1600.0,5191352.56375626,693330.8583505113,2031,stylised_capacity_payment,104
2030,solar-a,solar,2000.0,2000.0,1984413.5455989693,243286.49036631678,2031,stylised_capacity_payment,104
2030,wind-a,wind,0.0,0.0,13091518.166307852,1281657.6484871283,2032,stylised_capacity_payment,104
2030,wind-b,wind,0.0,0.0,2188568.1499432614,579537.7481274187,2032,stylised_capacity_payment,104
2031,gas-a,gas,0.0,0.0,17107389.510240458,1867688.8739182556,2033,stylised_capacity_payment,104
2031,peaker-a,peaker,0.0,0.0,2074718.2826748989,277332.3433402045,2032,stylised_capacity_payment,104
2031,solar-a,solar,0.0,0.0,1522687.815801734,200591.52949563783,2032,stylised_capacity_payment,104
2031,wind-a,wind,0.0,0.0,10124622.836026115,1025391.0713357776,2033,stylised_capacity_payment,104
2031,wind-b,wind,0.0,0.0,1288275.1604782725,443160.3764260393,2033,stylised_capacity_payment,104
2026,gas-a,gas,1250.0,1250.0,72554622.16518229,7843759.80179131,2028,energy_only,105
2026,peaker-a,peaker,1600.0,1600.0,69748782.70289457,9386957.586103953,2027,energy_only,105
2026,solar-a,solar,2000.0,2000.0,4805081.131754167,510574.1460511703,2027,energy_only,105
2026,wind-a,wind,1250.0,1250.0,17678796.032810695,1689604.0595348144,2028,energy_only,105
2026,wind-b,wind,500.0,500.0,12427389.638811836,2144588.1824012334,2028,energy_only,105
2027,gas-a,gas,1250.0,1250.0,94689776.30867468,10201109.013825666,2029,energy_only,105
2027,peaker-a,peaker,1600.0,1600.0,76133650.9012253,10239189.657465417,2028,energy_only,105
2027,solar-a,solar,2000.0,2000.0,5509138.725909561,575677.1054343728,2028,energy_only,105
2027,wind-a,wind,1250.0,1250.0,26677606.73794115,2466879.3460268825,2029,energy_only,105
2027,wind-b,wind,500.0,500.0,26971699.430156168,4347776.217590652,2029,energy_only,105
2028,gas-a,gas,1250.0,1250.0,60392361.09126749,6548503.560371449,2030,energy_only,105
2028,peaker-a,peaker,1600.0,1600.0,32782599.426902264,4452828.021477571,2029,energy_only,105
2028,solar-a,solar,2000.0,2000.0,3699826.706016589,408373.22586477874,2029,energy_only,105
2028,wind-a,wind,1250.0,1250.0,19194193.855601437,1820497.0536709828,2030,energy_only,105
2028,wind-b,wind,500.0,500.0,8148853.765728889,1496470.8651178135,2030,energy_only,105
2029,gas-a,gas,1250.0,1250.0,39805833.83776956,4356079.984508318,2031,energy_only,105
2029,peaker-a,peaker,1600.0,1600.0,19755302.324992914,2713985.4880789956,2030,energy_only,105
2029,solar-a,solar,2000.0,2000.0,2302579.77263633,279172.2753924199,2030,energy_only,105
2029,wind-a,wind,1250.0,1250.0,15560368.025334895,1506624.1313666617,2031,energy_only,105
2029,wind-b,wind,500.0,500.0,3846063.8819204643,844679.5236282033,2031,energy_only,105
2030,gas-a,gas,0.0,0.0,24190595.583257847,2693088.647001683,2032,energy_only,105
2030,peaker-a,peaker,1600.0,1600.0,7555498.85651934,1085594.1952315983,2031,energy_only,105
2030,solar-a,solar,2000.0,2000.0,1908279.428873038,242712.02060943024,2031,energy_only,105
2030,wind-a,wind,0.0,0.0,13206627.129225934,1303318.9736853095,2032,energy_only,105
2030,wind-b,wind,0.0,0.0,2174159.070008772,591417.5448595986,2032,energy_only,105
2031,gas-a,gas,0.0,0.0,14887125.818993248,1702287.906432981,2033,energy_only,105
2031,peaker-a,peaker,0.0,0.0,2675577.469129909,434237.67809263937,2032,energy_only,105
2031,solar-a,solar,0.0,0.0,1664292.8838044116,220151.01670078575,2032,energy_only,105
2031,wind-a,wind,0.0,0.0,10383093.18837466,1059435.2845280282,2033,energy_only,105
2031,wind-b,wind,0.0,0.0,2036754.2761628828,570603.315644054,2033,energy_only,105
2026,gas-a,gas,1250.0,1250.0,73221795.67696908,7843759.80179131,2028,stylised_capacity_payment,105
2026,peaker-a,peaker,1600.0,1600.0,70323448.25397827,9386957.586103953,2027,stylised_capacity_payment,105
2026,solar-a,solar,2000.0,2000.0,4875002.6308236895,510574.1460511703,2027,stylised_capacity_payment,105
2026,wind-a,wind,1250.0,1250.0,17814468.444867786,1689604.0595348144,2028,stylised_capacity_payment,105
2026,wind-b,wind,500.0,500.0,12520223.002634637,2144588.1824012334,2028,stylised_capacity_payment,105
2027,gas-a,gas,1250.0,1250.0,95356949.82046145,10201109.013825666,2029,stylised_capacity_payment,105
2027,peaker-a,peaker,1600.0,1600.0,76708316.452309,10239189.657465417,2028,stylised_capacity_payment,105
2027,solar-a,solar,2000.0,2000.0,5579060.224979084,575677.1054343728,2028,stylised_capacity_payment,105
